,song_id,input,reference,baseline_output,finetuned_output
757,6241725,"All which you possess
Devoid of value
All that you acquire
Exacerbating your life's decline
Dragging you further down
Into an existence in abundance
But completely worthless
Worthless",Yet your gluttonous instincts remain,"All which you possess
Devoid of value
All that you acquire
Exacerbating your life's decline
Dragging you further down
Into an existence in abundance
But completely worthless
Worthless to yourself, to others, and to the world at large
You are nothing
You are nothing","All which you possess
Devoid of value
All that you acquire
Exacerbating your life's decline
Dragging you further down
Into an existence in abundance
But completely worthless
Worthless
Worthless
Worthless
Worthless
Worthless
Worthless"
758,6490095,"I should’ve been a pilot
And flown some metal scraps into the sky
I should’ve been a pilot
And made my mother proud
I should’ve been a pilot
With indigos and violets
I should’ve been a pilot
But I’m afraid of heights",And if I am captain of this sinking ship,"I should’ve been a pilot
And flown some metal scraps into the sky
I should’ve been a pilot
And made my mother proud
I should’ve been a pilot
With indigos and violets
I should’ve been a pilot
But I’m afraid of heights
I should’ve been a pilot
I should’ve been a pilot
I","I should’ve been a pilot
And flown some metal scraps into the sky
I should’ve been a pilot
And made my mother proud
I should’ve been a pilot
With indigos and violets
I should’ve been a pilot
But I’m afraid of heights
I should’ve been a pilot
And flew some metal scraps into the sky
I"
759,7126443,"Yeah, I know
Everyone is movin' house
Or goin' back home
They can't afford a Friday anymore
Yeah, I know
Everyone has goals they wanna reach
But what about me?
We were unhappy, but",We had everything we could want,"Yeah, I know
Everyone is movin' house
Or goin' back home
They can't afford a Friday anymore
Yeah, I know
Everyone has goals they wanna reach
But what about me?
We were unhappy, but now we're happy
We're happy, we're happy
We're happy, we're happy","Yeah, I know
Everyone is movin' house
Or goin' back home
They can't afford a Friday anymore
Yeah, I know
Everyone has goals they wanna reach
But what about me?
We were unhappy, but now we're happy
Yeah, I know
Everyone is movin' house
Or goin"
760,103987,"You want to step into my world?
It's a socio-psychotic state of bliss
You've been delayed in the real world
How many times have you hit and missed?
Your cat-scan shows dis-figuration
I want to laugh myself to death
With a misfired synapse, with a bent configuration
I'll hold the line, while you gasp for breath",You wanna talk to me? (So talk to me),"You want to step into my world?
It's a socio-psychotic state of bliss
You've been delayed in the real world
How many times have you hit and missed?
Your cat-scan shows dis-figuration
I want to laugh myself to death
With a misfired synapse, with a bent configuration
I'll hold the line, while you gasp for breath","You want to step into my world?
It's a socio-psychotic state of bliss
You've been delayed in the real world
How many times have you hit and missed?
Your cat-scan shows dis-figuration
I want to laugh myself to death
With a misfired synapse, with a bent configuration
I'll hold the line, while you gasp for breath
I'll hold the line, while you gasp for breath
I'll hold the line, while"
761,3291676,"Still out, it's been too many days now
These black dots driving me insane
Standing loud, how the hell should they know?
Not right, won't you just go away?
These sounds, getting old
Won't be longer
We'll be risen
Stoves behind the sun","Burnin' out, fading away","Still out, it's been too many days now
These black dots driving me insane
Standing loud, how the hell should they know?
Not right, won't you just go away?
These sounds, getting old
Won't be longer
We'll be risen
Stoves behind the sun, we'll be rising
We'll be rising
Stoves behind the sun, we'll be","Still out, it's been too many days now
These black dots driving me insane
Standing loud, how the hell should they know?
Not right, won't you just go away?
These sounds, getting old
Won't be longer
We'll be risen
Stoves behind the sun
Won't be longer
We'll be risen
Stoves behind the sun
Won"
762,409575,"Helplessly hoping
Her harlequin hovers nearby
Awaiting a word
Gasping at glimpses
Of gentle true spirit
He runs, wishing he could fly
Only to trip at the sound of good-bye
Wordlessly watching",He waits by the window,"Helplessly hoping
Her harlequin hovers nearby
Awaiting a word
Gasping at glimpses
Of gentle true spirit
He runs, wishing he could fly
Only to trip at the sound of good-bye
Wordlessly watching her fall
She's gone, she's gone
She's gone, she's gone","Helplessly hoping
Her harlequin hovers nearby
Awaiting a word
Gasping at glimpses
Of gentle true spirit
He runs, wishing he could fly
Only to trip at the sound of good-bye
Wordlessly watching her go
She's lost her mind
She's lost her mind
She's lost her mind"
763,2888235,"Me and Mr. Jones, we got a thing going on
We both know that it's wrong
But it's much too strong to let it cool down now
We meet ev'ry day at the same cafe
Six-thirty I know she'll be there
Holding hands, making all kinds of plans
While the jukebox plays our favorite song
Me and Mr., Mr. Jones, Mr. Jones, Mr. Jones",Mr. Jones got a thing going on,"Me and Mr. Jones, we got a thing going on
We both know that it's wrong
But it's much too strong to let it cool down now
We meet ev'ry day at the same cafe
Six-thirty I know she'll be there
Holding hands, making all kinds of plans
While the jukebox plays our favorite song
Me and Mr., Mr. Jones, Mr. Jones, Mr. Jones
We got a thing going on","Me and Mr. Jones, we got a thing going on
We both know that it's wrong
But it's much too strong to let it cool down now
We meet ev'ry day at the same cafe
Six-thirty I know she'll be there
Holding hands, making all kinds of plans
While the jukebox plays our favorite song
Me and Mr., Mr. Jones, Mr. Jones, Mr. Jones
Me and Mr. Jones, we got a thing going on
We both know that it's"
764,3795502,"Yeah, I can see the bones enshrouded in my skin
And I can feel the way that I might tunnel in
And I can drink a plastic cup of L&P or 7-Up
What's down is up and I am up through thick and thin
Cause I am evil, and I am breathing
And I have hair inside the substance of my eyes
That makes me blind to all that I would terrorize
And my emotions are all dead, I'll eat the crust off all the bread","Take me to bed and, baby, I am sure to rise","Yeah, I can see the bones enshrouded in my skin
And I can feel the way that I might tunnel in
And I can drink a plastic cup of L&P or 7-Up
What's down is up and I am up through thick and thin
Cause I am evil, and I am breathing
And I have hair inside the substance of my eyes
That makes me blind to all that I would terrorize
And my emotions are all dead, I'll eat the crust off all the bread
And I'm going to die, and I'm going to die, and I'm going to","Yeah, I can see the bones enshrouded in my skin
And I can feel the way that I might tunnel in
And I can drink a plastic cup of L&P or 7-Up
What's down is up and I am up through thick and thin
Cause I am evil, and I am breathing
And I have hair inside the substance of my eyes
That makes me blind to all that I would terrorize
And my emotions are all dead, I'll eat the crust off all the bread
Cause I am evil, and I am breathing
And I have hair inside the substance of my"
765,1002059,"Days they force you
Back under those covers
Lazy mornings they multiply
Glory's waiting outside your window
Wake on up from your slumber
Baby, open up your eyes
Tongues are violent
Personal and focused",Tough to beat with your steady mind,"Days they force you
Back under those covers
Lazy mornings they multiply
Glory's waiting outside your window
Wake on up from your slumber
Baby, open up your eyes
Tongues are violent
Personal and focused on you
You can't get away from me
You can't get away from me","Days they force you
Back under those covers
Lazy mornings they multiply
Glory's waiting outside your window
Wake on up from your slumber
Baby, open up your eyes
Tongues are violent
Personal and focused
Don't let it get to you
Don't let it get to you
Don't let"
766,802840,"There's a hatchet, got a knife
When I awoke there was nothing real in this life
But dreams are so intoxicating
When you're doing this alone
Gun, rope, brick on the way
But words have no meaning
When it's you that says, ""I really do care""
No baby I, I really do care",Innocence gone,"There's a hatchet, got a knife
When I awoke there was nothing real in this life
But dreams are so intoxicating
When you're doing this alone
Gun, rope, brick on the way
But words have no meaning
When it's you that says, ""I really do care""
No baby I, I really do care","There's a hatchet, got a knife
When I awoke there was nothing real in this life
But dreams are so intoxicating
When you're doing this alone
Gun, rope, brick on the way
But words have no meaning
When it's you that says, ""I really do care""
No baby I, I really do care
When it's you that says, ""I really do care""
No baby I, I"
767,6209988,"Perfect!
Who do you want me to be?
I´m just a kid from the streets
Don´t wanna break your heart so please don´t leave
I don´t live under live under the sea
No, i don´t live in a tree
Always been a L.O.A.T
Tryna get my green",Who do you want me to be?,"Perfect!
Who do you want me to be?
I´m just a kid from the streets
Don´t wanna break your heart so please don´t leave
I don´t live under live under the sea
No, i don´t live in a tree
Always been a L.O.A.T
Tryna get my green card
I don´t know if I can get it
I don´t know if I","Perfect!
Who do you want me to be?
I´m just a kid from the streets
Don´t wanna break your heart so please don´t leave
I don´t live under live under the sea
No, i don´t live in a tree
Always been a L.O.A.T
Tryna get my green
I don´t live in a tree
Always been a L.O.A.T"
768,383129,"No water in the water fountain
No side on the sidewalk
If you say Old Molly Hare, whatcha doin’ there?
Nothing much to do when you're going nowhere
Woohaw!
Woohaw!
Gotcha
We're gonna get the water from your house (your house)",No water in the water fountain,"No water in the water fountain
No side on the sidewalk
If you say Old Molly Hare, whatcha doin’ there?
Nothing much to do when you're going nowhere
Woohaw!
Woohaw!
Gotcha
We're gonna get the water from your house (your house)","No water in the water fountain
No side on the sidewalk
If you say Old Molly Hare, whatcha doin’ there?
Nothing much to do when you're going nowhere
Woohaw!
Woohaw!
Gotcha
We're gonna get the water from your house (your house)
We're gonna get the water from your house (your house)
We're gonna get the"
769,78336,"I see you, kid, alone in your room
You got the weight on your mind
And you're just trying to get by
Your world is just beginning
And I know this life seems never-ending
But you got nothing but time
And it ain't got nothing on you
You know what you got to do",You ain't got nothing but time,"I see you, kid, alone in your room
You got the weight on your mind
And you're just trying to get by
Your world is just beginning
And I know this life seems never-ending
But you got nothing but time
And it ain't got nothing on you
You know what you got to do
You know what you got to do
You know what you got to do
You know what","I see you, kid, alone in your room
You got the weight on your mind
And you're just trying to get by
Your world is just beginning
And I know this life seems never-ending
But you got nothing but time
And it ain't got nothing on you
You know what you got to do
You know what you got to do
You know what you got to do
You know what"
770,1625,"Fuck, you can't even sing
Early in the mornin', risin' to the street
Light me up that cigarette and I'll strap shoes on my feet
Got to find the reason, reason things went wrong
Got to find a reason why my money's all gone
I got a dalmatian and I can still get high
I can play the guitar like a motherfuckin' riot
Well, life is (too short), so love the one you got",'Cause you might get run over or you might get shot,"Fuck, you can't even sing
Early in the mornin', risin' to the street
Light me up that cigarette and I'll strap shoes on my feet
Got to find the reason, reason things went wrong
Got to find a reason why my money's all gone
I got a dalmatian and I can still get high
I can play the guitar like a motherfuckin' riot
Well, life is (too short), so love the one you got
I got a dalmatian and I can still get high","Fuck, you can't even sing
Early in the mornin', risin' to the street
Light me up that cigarette and I'll strap shoes on my feet
Got to find the reason, reason things went wrong
Got to find a reason why my money's all gone
I got a dalmatian and I can still get high
I can play the guitar like a motherfuckin' riot
Well, life is (too short), so love the one you got
I got a dalmatian and I can still get high
I can play the guitar"
771,2074383,"Self indulge and feed your hunger
Never take the time to wonder
What you're under, what you're on
Inside your head, your brain is gone
You're waiting for an order
Stuck in line and there are thousands of ya
Waiting for an order, stuck in line
Limp and lifeless, eyes half shut","You're feelin' like ya, feelin' like ya, feelin' like ya wanna","Self indulge and feed your hunger
Never take the time to wonder
What you're under, what you're on
Inside your head, your brain is gone
You're waiting for an order
Stuck in line and there are thousands of ya
Waiting for an order, stuck in line
Limp and lifeless, eyes half shut
Waiting for an order, stuck in line
Waiting for an order, stuck in line","Self indulge and feed your hunger
Never take the time to wonder
What you're under, what you're on
Inside your head, your brain is gone
You're waiting for an order
Stuck in line and there are thousands of ya
Waiting for an order, stuck in line
Limp and lifeless, eyes half shut
Waiting for an order
Stuck in line and there are thousands of ya
Waiting"
772,3255018,"I could never take it again, and for the sake of my head
I could never scrape out the words again
On a related offense, I could never weigh it against
The weight of what I intended, no it don't make any sense
You can do it without consent
Take it without taking a step, call out that I'm mistaken and bent
Consider this an apology never meant
Lay your feet in wet cement, and pay up every cent",I can’t do this again,"I could never take it again, and for the sake of my head
I could never scrape out the words again
On a related offense, I could never weigh it against
The weight of what I intended, no it don't make any sense
You can do it without consent
Take it without taking a step, call out that I'm mistaken and bent
Consider this an apology never meant
Lay your feet in wet cement, and pay up every cent you owe me
I could never take it again, and for the sake of my head","I could never take it again, and for the sake of my head
I could never scrape out the words again
On a related offense, I could never weigh it against
The weight of what I intended, no it don't make any sense
You can do it without consent
Take it without taking a step, call out that I'm mistaken and bent
Consider this an apology never meant
Lay your feet in wet cement, and pay up every cent
I could never take it again, and for the sake of my head
I could never scrape"
773,3338716,"Orange and blue touching you
Bodies swimming through the hues
Delicately placed fingers shadowed in the light
Agressive, selfless, unrelenting knowledge
A vision that I've seen only once before this night
Its not about me
Loudness, the peaking of my senses
All sense of it's lost, but in the moment I feel alive!","I don't want to be ""normal"", I just want to function as a member of society just doing what I want","Orange and blue touching you
Bodies swimming through the hues
Delicately placed fingers shadowed in the light
Agressive, selfless, unrelenting knowledge
A vision that I've seen only once before this night
Its not about me
Loudness, the peaking of my senses
All sense of it's lost, but in the moment I feel alive!","Orange and blue touching you
Bodies swimming through the hues
Delicately placed fingers shadowed in the light
Agressive, selfless, unrelenting knowledge
A vision that I've seen only once before this night
Its not about me
Loudness, the peaking of my senses
All sense of it's lost, but in the moment I feel alive!
Its not about me
Loudness, the peaking of my senses
All sense of it"
774,784374,"Lady, you keep asking why he likes you how come
Wonder why he wants more if he's just had some
Boys, she's got more to play with in the way of toys
Ladies eyes go off and on with a finger full of glue
Lips are drawn upon her face in come-to-me tattoo
Creamy suntan color that fades when she bathes
Paper dresses catch on fire and you lose her in the haze
Don't ever change lady, he likes you that way",Because he's just had his hair done and he wants to use your wig,"Lady, you keep asking why he likes you how come
Wonder why he wants more if he's just had some
Boys, she's got more to play with in the way of toys
Ladies eyes go off and on with a finger full of glue
Lips are drawn upon her face in come-to-me tattoo
Creamy suntan color that fades when she bathes
Paper dresses catch on fire and you lose her in the haze
Don't ever change lady, he likes you that way","Lady, you keep asking why he likes you how come
Wonder why he wants more if he's just had some
Boys, she's got more to play with in the way of toys
Ladies eyes go off and on with a finger full of glue
Lips are drawn upon her face in come-to-me tattoo
Creamy suntan color that fades when she bathes
Paper dresses catch on fire and you lose her in the haze
Don't ever change lady, he likes you that way
Don't ever change lady, he likes you that way
Don't ever change lady, he"
775,2170289,"If I've learned anything from this
It would all be gone, it would all be gone
And I will take away your breath
Just to turn me on, yeah, you turn me on
Down where the city meets the sea
I sit, and daylight speaks to me
She carries me away
Oh, yeah","I'll find my way, we'll fall from grace","If I've learned anything from this
It would all be gone, it would all be gone
And I will take away your breath
Just to turn me on, yeah, you turn me on
Down where the city meets the sea
I sit, and daylight speaks to me
She carries me away
Oh, yeah, she carries me away
Oh, yeah, she carries me away","If I've learned anything from this
It would all be gone, it would all be gone
And I will take away your breath
Just to turn me on, yeah, you turn me on
Down where the city meets the sea
I sit, and daylight speaks to me
She carries me away
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah"
776,2800453,"I still see your silhouette
I still feel your breath on my neck
I’m drowning in memories
I’d come up for air but the reality is
The water is better for me
I still hear your voice at night
I still feel your body by my side
I'm drowning in memories",But the water is better for me,"I still see your silhouette
I still feel your breath on my neck
I’m drowning in memories
I’d come up for air but the reality is
The water is better for me
I still hear your voice at night
I still feel your body by my side
I'm drowning in memories","I still see your silhouette
I still feel your breath on my neck
I’m drowning in memories
I’d come up for air but the reality is
The water is better for me
I still hear your voice at night
I still feel your body by my side
I'm drowning in memories
I’d come up for air but the reality is
The water is better for me"
777,5608277,"It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
When there's nothing for us
There's nothing for me
Everybody got you working again
Life suck ass, and I think of this","24 hours, all day, oh yeah","It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
When there's nothing for us
There's nothing for me
Everybody got you working again
Life suck ass, and I think of this all the time
It's a little bit complicated
It's a little bit complicated
It's","It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
It's a little bit complicated
When there's nothing for us
There's nothing for me
Everybody got you working again
Life suck ass, and I think of this shit all the time
I think of this shit all the time
I think of this shit all"
778,1049855,"There is a crying in the nightfall
There is a howling in the wind
And when the urge is getting stronger
We hit the streets, the city calls
The night is free-for-all
We rule the dark
And we do as we please
And nothing can stop us",No time to catch som z's,"There is a crying in the nightfall
There is a howling in the wind
And when the urge is getting stronger
We hit the streets, the city calls
The night is free-for-all
We rule the dark
And we do as we please
And nothing can stop us","There is a crying in the nightfall
There is a howling in the wind
And when the urge is getting stronger
We hit the streets, the city calls
The night is free-for-all
We rule the dark
And we do as we please
And nothing can stop us now
We rule the dark
And we do as we please
And nothing can stop us now"
779,5332137,"Plain janes don't cut their bangs
Plain janes don't talk to strangers
They just don't talk to plain janes
Cause plain janes suck at conversation
Whatcha doin' today
Plain Jane?
Baby
So true",She says,"Plain janes don't cut their bangs
Plain janes don't talk to strangers
They just don't talk to plain janes
Cause plain janes suck at conversation
Whatcha doin' today
Plain Jane?
Baby
So true, plain jane suck at the ","Plain janes don't cut their bangs
Plain janes don't talk to strangers
They just don't talk to plain janes
Cause plain janes suck at conversation
Whatcha doin' today
Plain Jane?
Baby
So true, so true
So true, so true
So true, so true
So true, so"
780,3715728,"Into the cave
Buried in darkness
Beyond the gates
An unseen suffering
Worship
Worship of wandering ghosts
The timeless fountain
Sweats bloody faults",The obsidian cavern,"Into the cave
Buried in darkness
Beyond the gates
An unseen suffering
Worship
Worship of wandering ghosts
The timeless fountain
Sweats bloody faults
Worship
Worship of wandering ghosts","Into the cave
Buried in darkness
Beyond the gates
An unseen suffering
Worship
Worship of wandering ghosts
The timeless fountain
Sweats bloody faults
Crown of thorns
Crown of thorns
Crown of thorns
C"
781,6744027,"Woah that's loud
I feel so locked up in this cage
I feel dead-locked in all this rage
I feel like lettin' it go
I feel like lettin' it go
Alright down to who
Let me get this boof'
Let it bling","Let them fuckers tooth, let that fuckers tooth","Woah that's loud
I feel so locked up in this cage
I feel dead-locked in all this rage
I feel like lettin' it go
I feel like lettin' it go
Alright down to who
Let me get this boof'
Let it bling
Let it bling
Let it bling
Let it bling
Let it bling","Woah that's loud
I feel so locked up in this cage
I feel dead-locked in all this rage
I feel like lettin' it go
I feel like lettin' it go
Alright down to who
Let me get this boof'
Let it bling, let it bling
Let it bling, let it bling
Let it bling"
782,3613961,"You are with me every day
With each step, You guide the way
You're the anchor for my soul
And Your love holds me
When all else fails, You are there
You're my strength when I can't stand
Through the depths of every storm
I know You're with me",You alone will stand,"You are with me every day
With each step, You guide the way
You're the anchor for my soul
And Your love holds me
When all else fails, You are there
You're my strength when I can't stand
Through the depths of every storm
I know You're with me every day
With each step, You guide the way
You're the anchor for my soul
","You are with me every day
With each step, You guide the way
You're the anchor for my soul
And Your love holds me
When all else fails, You are there
You're my strength when I can't stand
Through the depths of every storm
I know You're with me every day
With each step, You guide the way
You're the anchor for my soul
"
783,3223605,"In this expedition full of anguish
I will no longer tolerate
I have tried too hard to stay neutral
I can no longer take this mental pain
Silver and steel aid me on this quest
Cutting through my foes, hearts out of chests
Treating others and lifting their curse
But who ever will save me from this hearse?",All this collusion,"In this expedition full of anguish
I will no longer tolerate
I have tried too hard to stay neutral
I can no longer take this mental pain
Silver and steel aid me on this quest
Cutting through my foes, hearts out of chests
Treating others and lifting their curse
But who ever will save me from this hearse?","In this expedition full of anguish
I will no longer tolerate
I have tried too hard to stay neutral
I can no longer take this mental pain
Silver and steel aid me on this quest
Cutting through my foes, hearts out of chests
Treating others and lifting their curse
But who ever will save me from this hearse?
Who will save me from this hearse?
Who will save me from this hearse?"
784,1294862,"Rot
I'll give you just a little
I'll give you just a little
I'll give you just a little
Of what you need
And then I'll take a little
And then I'll take a little
And then I'll take a little",And now it seems,"Rot
I'll give you just a little
I'll give you just a little
I'll give you just a little
Of what you need
And then I'll take a little
And then I'll take a little
And then I'll take a little","Rot
I'll give you just a little
I'll give you just a little
I'll give you just a little
Of what you need
And then I'll take a little
And then I'll take a little
And then I'll take a little
And then I'll take a little
And then I'll take a little
And then I"
785,2309300,"I watched the fire burn down
I saw the smoke carry it away
But all this joy out of the ashes
I would've held on, but I got distracted
I guess I never thought
Anything good could come from the dead and gone
Let it go on
Everyone else is having their fun","Don't you get uptight, doesn't help none","I watched the fire burn down
I saw the smoke carry it away
But all this joy out of the ashes
I would've held on, but I got distracted
I guess I never thought
Anything good could come from the dead and gone
Let it go on
Everyone else is having their fun
They're having their fun
They're having their fun","I watched the fire burn down
I saw the smoke carry it away
But all this joy out of the ashes
I would've held on, but I got distracted
I guess I never thought
Anything good could come from the dead and gone
Let it go on
Everyone else is having their fun
Let it go on
Everyone else is having their fun
Let it go on
Everyone else"
786,814863,"I stand before thee, gods of all prestine
Come forth to see, all things to be seen
Now know the presence, and choose thy wrath
For flock of tyrants, who know not thy path
Come now in sweeping vengeance
Come now in needed time
I demand as I stand before you
Cleanse this worlds decay",I demand to know the light of a promised land,"I stand before thee, gods of all prestine
Come forth to see, all things to be seen
Now know the presence, and choose thy wrath
For flock of tyrants, who know not thy path
Come now in sweeping vengeance
Come now in needed time
I demand as I stand before you
Cleanse this worlds decay
I demand as I stand before thee, gods of all prestine
Come forth to see,","I stand before thee, gods of all prestine
Come forth to see, all things to be seen
Now know the presence, and choose thy wrath
For flock of tyrants, who know not thy path
Come now in sweeping vengeance
Come now in needed time
I demand as I stand before you
Cleanse this worlds decay
Come now in sweeping vengeance
Come now in needed time
I demand as I stand before you"
787,5764262,"Glossy eyes drip vivid memories
Don’t speak to me
Imprints fade
Moments lose their shape
It’s all the same
What am I to do?
I’m not coming around
I’ll see this through",I’m giving up on you,"Glossy eyes drip vivid memories
Don’t speak to me
Imprints fade
Moments lose their shape
It’s all the same
What am I to do?
I’m not coming around
I’ll see this through
I’m‭t‭t‭t‭t‭t","Glossy eyes drip vivid memories
Don’t speak to me
Imprints fade
Moments lose their shape
It’s all the same
What am I to do?
I’m not coming around
I’ll see this through
I’m not coming around
I’ll see this through
I’"
788,2949804,"I'll be the grapes fermented
Bottled and served with the table set in my finest suit
Like a perfect gentlemen
I'll be the fire escape that's bolted to the ancient brick
Where you will sit and contemplate your day
I'll be the Water Wings that save you if you start drowning
In an open tab when your judgement's on the brink
I'll be the phonograph that plays your favorite","Albums back as you're lying there, drifting off to sleep","I'll be the grapes fermented
Bottled and served with the table set in my finest suit
Like a perfect gentlemen
I'll be the fire escape that's bolted to the ancient brick
Where you will sit and contemplate your day
I'll be the Water Wings that save you if you start drowning
In an open tab when your judgement's on the brink
I'll be the phonograph that plays your favorite song
I'll be the wine that makes you fall in love with me
I'll be the","I'll be the grapes fermented
Bottled and served with the table set in my finest suit
Like a perfect gentlemen
I'll be the fire escape that's bolted to the ancient brick
Where you will sit and contemplate your day
I'll be the Water Wings that save you if you start drowning
In an open tab when your judgement's on the brink
I'll be the phonograph that plays your favorite song
And I'll be the one you can lean on when you're down
I'll be"
789,5587100,"I wanna share this beautiful moment
Help, babe, tell me you're free tonight
Take a chance, boy, we can be lovers again
Just try me
Come over me
And forget your misery
A fascinating night
Shooting the breeze with you",'Cause I want you!,"I wanna share this beautiful moment
Help, babe, tell me you're free tonight
Take a chance, boy, we can be lovers again
Just try me
Come over me
And forget your misery
A fascinating night
Shooting the breeze with you
I wanna share this beautiful moment
Help, babe, tell me you're free tonight","I wanna share this beautiful moment
Help, babe, tell me you're free tonight
Take a chance, boy, we can be lovers again
Just try me
Come over me
And forget your misery
A fascinating night
Shooting the breeze with you
I wanna share this beautiful moment
Help, babe, tell me you're free tonight
Take"
790,672795,"Na na na na na na na na na
Na na na na na na na na na
If you could feel what I feel
If I could make you see
If you could need like I need
I'd be the air that you breathe
You go straight to my head as I lie in my bed
I just can't win",I can't help the state I'm in,"Na na na na na na na na na
Na na na na na na na na na
If you could feel what I feel
If I could make you see
If you could need like I need
I'd be the air that you breathe
You go straight to my head as I lie in my bed
I just can't win
If you could feel what I feel
If I could make you see
If you could need","Na na na na na na na na na
Na na na na na na na na na
If you could feel what I feel
If I could make you see
If you could need like I need
I'd be the air that you breathe
You go straight to my head as I lie in my bed
I just can't win
If you could feel what I feel
If I could make you see
If you could need"
791,196708,"My dewy-eyed, Disney bride what has tried
Swapping your blood with formaldehyde?
Monsters, whiskey-plied voices cried fratricide
Jesus, don't you know that you could have died?
You should have died with the monsters that talk
Monsters that walk the earth
And she's got red lipstick, and a bright pair of shoes
And she's got knee-high socks, what to cover a bruise","She's got an old death kit, she's been meaning to use","My dewy-eyed, Disney bride what has tried
Swapping your blood with formaldehyde?
Monsters, whiskey-plied voices cried fratricide
Jesus, don't you know that you could have died?
You should have died with the monsters that talk
Monsters that walk the earth
And she's got red lipstick, and a bright pair of shoes
And she's got knee-high socks, what to cover a bruise?
Monsters, whiskey-plied voices cried fratricide","My dewy-eyed, Disney bride what has tried
Swapping your blood with formaldehyde?
Monsters, whiskey-plied voices cried fratricide
Jesus, don't you know that you could have died?
You should have died with the monsters that talk
Monsters that walk the earth
And she's got red lipstick, and a bright pair of shoes
And she's got knee-high socks, what to cover a bruise?
Monsters, whiskey-plied voices cried fratricide
Jesus, don't"
792,7404217,"Leaves are falling in the summertime
Travels off peculiarly and blows into the streams
A candle light flickers but it stays a solid piece
It holds up for eternity and no one knows what it means
Do you really think that the sand drops fall in the nighttime?
Do you really think that the butterflies make a difference?
Do you really think the rings of life came naturally?
Cause I don’t have much credence now",But everything will work out in the end,"Leaves are falling in the summertime
Travels off peculiarly and blows into the streams
A candle light flickers but it stays a solid piece
It holds up for eternity and no one knows what it means
Do you really think that the sand drops fall in the nighttime?
Do you really think that the butterflies make a difference?
Do you really think the rings of life came naturally?
Cause I don’t have much credence now
I don’t have much credence now","Leaves are falling in the summertime
Travels off peculiarly and blows into the streams
A candle light flickers but it stays a solid piece
It holds up for eternity and no one knows what it means
Do you really think that the sand drops fall in the nighttime?
Do you really think that the butterflies make a difference?
Do you really think the rings of life came naturally?
Cause I don’t have much credence now
I don’t have much faith now
I don’t have much hope now"
793,3258788,"Underneath our feet
Crystals grow like plants
Listen how they grow
Crystalline
Eternal nebula
Growing
Slow-
Motion",Eternal nebula,"Underneath our feet
Crystals grow like plants
Listen how they grow
Crystalline
Eternal nebula
Growing
Slow-
Motion
Crystals grow like plants
Listen how they grow
Crystalline
Eternal nebula","Underneath our feet
Crystals grow like plants
Listen how they grow
Crystalline
Eternal nebula
Growing
Slow-
Motionless
Eternal nebula
Growing
Slow-
Motionless
Eternal nebula
"
794,4651192,"I don’t care about anyone anymore
I'm just doing me this year
I don't really want anything anymore
I just be doing me like everybody else
Everybody wanna stay the same like
Everybody wanna go fade away like
I don't give a fuck about them, no...
Take another fall",Take another fall,"I don’t care about anyone anymore
I'm just doing me this year
I don't really want anything anymore
I just be doing me like everybody else
Everybody wanna stay the same like
Everybody wanna go fade away like
I don't give a fuck about them, no...
Take another fall
I'm just doing me this year
I don't really want anything anymore
I just be","I don’t care about anyone anymore
I'm just doing me this year
I don't really want anything anymore
I just be doing me like everybody else
Everybody wanna stay the same like
Everybody wanna go fade away like
I don't give a fuck about them, no...
Take another fall, take another fall
Take another fall, take another fall
Take another fall, take another fall"
795,5636133,"O' Miss Valentine
Can't you take it away
I'm tired of living in this State Of Decay
The world's changing
And I'm falling short on the reasons to stay
So won't you take it away
Miss Valentine
I'm going alone",Can't take it this way,"O' Miss Valentine
Can't you take it away
I'm tired of living in this State Of Decay
The world's changing
And I'm falling short on the reasons to stay
So won't you take it away
Miss Valentine
I'm going alone
I'm going alone
I'm going alone
I'm going alone","O' Miss Valentine
Can't you take it away
I'm tired of living in this State Of Decay
The world's changing
And I'm falling short on the reasons to stay
So won't you take it away
Miss Valentine
I'm going alone
Miss Valentine
I'm going alone
Miss Valentine
I'm going alone
Miss Valentine
"
796,3086143,"Hey you
Take that smile from off your face
You're learning strings
Look at you
You think I'll sink into the sun again
And again and again and again
Look into me
Sounds good to me",How good it feels to love you,"Hey you
Take that smile from off your face
You're learning strings
Look at you
You think I'll sink into the sun again
And again and again and again
Look into me
Sounds good to me
You're learning strings","Hey you
Take that smile from off your face
You're learning strings
Look at you
You think I'll sink into the sun again
And again and again and again
Look into me
Sounds good to me
You're learning strings
Look at you
You think I'll sink into the sun again
"
