,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
686,546654,"Man
This song goes out to that that beautiful girl in the food court
But I couldn't even talk to her
Cause I had to use the restroom
Damn
Cute girl across the room
Wish I could say hi to you
But this food is getting in the way",Probably know me from vine,the food is getting in the way . the food is getting in the way .,"I'm a girl, I'm a girl",man this song goes out to that that beautiful girl in the food court . i couldn',I'm just trying to eat my words
687,7423025,"She got me alive again
Shootout I'm alive again
Can’t live without her if she leaves imma die again
She marry me there a possibility she gonna die a widow
That ain't a life I want for her so when I die she gon' drop with me
I’m sorry got carried away there
Without you I lose everything baby don't leave
Unpack your shit",Sure I fucked up but that ain't my fault,she got me alive again Shootout I'm alive again Can’t live without her if,I don't want you to leave,she got me alive again if she leaves imma die again she marry me there a,She got me alive again
688,6612399,"I've been goin’ through some things (Oh)
I struggle with my inner man (Yeah, yeah)
I hustle, I'll do what I can to get this money
Like you, like you
Like you, ooh
Send your location, come through
I can't sleep no more
In my head, we belong",And I can’t be without you,"I struggle with my inner man (Yeah, yeah) I hustle, I'll",I've been goin’ through some things (Oh),"i hustle, i'll do what i can to get this money like you,","Like you, like you"
689,3711917,"This life of mine is a journey
A spiritual one that never ends
A mix between Heaven and Earth
Love and hate
Must create what I claim is mine
A major turn into the right direction
Between the beautiful Angels and the True Divine
From my soul energy to the God who lives in me",Every piece on this Earth between here and there,this life of mine is a journey A spiritual one that never ends A mix between Heaven and Earth,"I'm a savior, a savior,",this life is a journey a spiritual one that never ends . mix between heaven and earth,This life of mine is a journey
690,3117522,"Ayy, ayy, ayy, ayy
Cardo Got Wings
Ayy, ayy, ayy
I'm into the group thang
I'm into the... yeah baby, I'm into the... yeah baby
I'm into the group thang, ayy
I'm into the... yeah baby, I'm into the... yeah baby
So can you man-","And yes, your friends can come","ayy, ayy, ayy, ayy,","I'm into the group thang, ayy","Cardo got wings ayy, ayy, ayy,","I'm into the group thang, ayy"
691,5364577,"Say you wanna roll, huh
You got that look in your eyes staring right into my soul, huh
Me, no hesitate, tell you what you wanna know now
Know how to light up the spot
Know how to put on a show now
Manny Norté
Girl 4 AM when I call up your phone
Me, I just wanna say hi","It's a lie, me, I lonely tonight","Say you wanna roll, huh You got that look in your eyes staring right into my","You got that look in your eyes staring right into my soul, huh",Manny norté girl 4 am is a new hollywood dj . she,"I just wanna say hi to you, huh"
692,5439836,"Oh, yeah
Oh-oh, oh-oh, oh-oh
Ohh-ohh-ohh
I fell in love with a girl that I thought I knew
She did me so cold, she left my heart so blue (My heart so blue)
She do anything for some Jimmy Choo's (For some Jimmy Choo's)
With a Birkin bag and some designer shoes
This ain't a make-up song, this a break-up song (Break-up song)","I don't want you no more, why you take so long? (Why you take so long?)",this a break-up song (Break-up song) is a break-,"This ain't a make-up song, this","ain't a make-up song, this a break-up song","This ain't a make-up song, this"
693,2475686,"(you send me flying)
(you send me flying)
(you send me flying)
(you send me flying)
(i wonder where you sleep) when i think of you
(and do you think of me) when i think of you
(i'm not missing you at all) when i think of you, when i think of you, when i think of you, yeah
When you talk to me, I lose my chill",I get nervous; I get anxious; I don't know what to say; when i wanna form my sentences,"when i think of you, when i think of you, when i think of you, when","When you talk to me, I lose my chill",when i think of you (and do you think of me) when i think of you (i,"When you talk to me, I lose my chill"
694,1585317,"For myself
I must learn for myself
Not from what someone else
Has said or done
And so I live my life
From day to day
And try to smile
While feeling my way",Just like a child,for myself I must learn for myself Not from what someone else has said or done . so I,I can't help but feel my way,for myself i must learn for myself Not from what someone else has said or done .,I'm trying to find my way
695,5089759,"I'd rather be a little hot
Than have to pay the man such a bullshit charge
I already paid to get in
Now they wanna take more of my money, fuck this
Not on my watch
I'ma start a boycott
I'm keeping my coat on
And it's gonna get sweaty but whatever",I don't fuck with coat checks,fuck this Not on my watch I'm keeping my coat on and it's,I'd rather be a little hot,i'd rather be a little hot Than have to pay such a bullshit,I don't wanna be a fucking f
696,6707303,"Your eyes are like weapons
Your lips could teach lessons
Don't use them so reckless
'Cause for you I'm helpless
You gotta take caution
You know that I'm all in
The chance of me to fall in
You know that it's often",But if you don't wanna stay,your eyes are like weapons Your lips could teach lessons Don't use them so reckless 'C,You know that I'm all in,your eyes are like weapons Your lips could teach lessons . you know that i'm all,You're the one I'm looking for
697,2364612,"Raindrops keep falling down on me
Won't stop no matter how long I plead
Gotta get myself together
The rain keeps falling
Scared of stormy weather
My heart keeps calling
Out to you, got me feeling so blue
Blue as the rain",That washes my pain away,raindrops keep falling on me Won't stop no matter how long I plead Gott,The rain keeps falling,raindrops keep falling down on me . won't stop no matter how long i,Blue as the rain
698,2321327,"Catch me when I'm out nights
I'll be up on cloud nine
Silver line the fill-in
Keep them colours for the outline
Blessings I'm a count mine
Sessions with the sound high
Better tell the sound guy
Turn it up a notch and let it pound",’Til it sound like,catch me when I'm out nights I'll be up on cloud nine Silver line the fill,I'm a count mine,catch me when I'm out nights I'll be up on cloud nine . catch me,Blessings I'm a count mine
699,6029957,"Yeah
When the smoke clears that's a day without tears
Push everyone away, gotta hide my fears
Watashi wa Kane
When the smoke clears that's a day without tears
Push everyone away, gotta
Every time I see your face I learn a new level of pain
Voices in my head I wanna blow my f****** brain",Wishin' things ain't have to change,"when the smoke clears that's a day without tears Push everyone away, gotta hide",I wanna blow my f****** brain,'when the smoke clears that's a day without tears' 'when the,Every time I see your face I learn a new level of pain
700,4694224,"It's Shizzi, m-m-magic fingers
Never waste your time, never let you go
Talk down, back-to-back, you’re the best I know
Oh yeah, you dey blow my mind
Blow my mind, blow my mind
For your love, I go change my life
Change my life, change my life (Yeah)
Ye gba, come here do your dance, make I spend ego (We go rendezvous)","Dutty whine, dutty whine for me nice and slow","you dey blow my mind Blow my mind, blow my mind For your love, I go","I'm a fucker, I'm a",it's m-m-magic fingers . m-m-magic,"You dey blow my mind, blow my mind (Yeah"
701,3592764,"He left no time to regret
Kept his dick wet with his same old safe bet
Me and my head high
And my tears dry, get on without my guy
You went back to what you know
So far removed from all that we went through
And I tread a troubled track
My odds are stacked, I'll go back to black",We never said goodbye with words,he left no time to regret Kept his dick wet with his same old safe,"I'll go back to black, I'll go back to black","i tread a troubled track and my odds are stacked, i'll go","I'll go back to black, I'll go back to black"
702,5766846,"Alone with you, does that make sense?
To do with your kiss on my neck
Alone with you, does that make sense?
To do with your kiss on my neck
Alone with you, does that make sense?
To do with your kiss on my neck
I'll build a wall, give you you you you
It's not like me to be so cold","I'll build a wall, give you you you you","to do with your kiss on my neck Alone with you, does that make sense? To do","I'll build a wall, give you you you you","i'll build a wall, give you you you you it's not like me","I'll build a wall, give you you you you"
703,4373347,"Been looking around the world
Been searching for someone
I never thought i'd find you
So where did you come from?
I've been such a fool in love
I never got it right
But you came to show me love
You came and gave me life",I'll do anything for you,been looking around the world Been searching for someone I never thought i'd find you,You came and gave me life,i've been such a fool in love i never got it right but you came,You came and gave me life
704,4565510,"I got you going so far
Keep running away from me
(Running away from me, yeah)
You said you know who you are
You keep it so sweet
Are you recordin'? Alright
Okay, welcome to your twenti-twenti-twenti-twenti-twenties, babe
Welcome to your twenti-twenti-twenti-twenti-twenties, babe","Welcome to your twenti-twenti-twenti-twenti-twenties, babe",Welcome to your twenti-twenti-twenti-twenti-,Welcome to your twenti-twenti-twenti,welcome to your twenti-twenti-twenti-twenti-,Welcome to your twenti-twenti-twenti
705,2408206,"Sometimes in this world of trouble
We find it so hard to carry on
If you stop and think about it
You will see what's going on
If happiness is your desire
Inside of yourself you hold the key
Just have faith in what you're doing (doing)
Be yourself (be yourself), and you'll be free","You are you, and I am me","be yourself (be yourself), and you'll be free . have faith in what you'","Be yourself (be yourself), and you'll be free",sometimes in this world of trouble we find it so hard to carry on If you stop and think about,Just have faith in what you're doing (doing)
706,3050630,"Ooh
Yeah baby
Zodiac, zodiac
Ooh yeah baby
Zodiac zodiac
I'm a Libra so you know how I like it balanced
But I, mess with my Scorpios
Cause they really know",Whats up with my Aquarius,zodiac Ooh yeah baby Zodiac zodiac I'm a Libra,I'm a Libra so you know how I like it balanced,"Ooh yeah baby Zodiac, zodiac i'm a Libra so",I'm a Capricorn so they know how I like it
707,2901319,"I don't want to love you the way that you said
Way that you left, left me for....
I don't want to love you the way that you said
You left me for....
Oo
Oooo wahh
Na na na na na na ooo
Na na na na na na oooo wah",Na na na na na na oooo ahhh,"I don't want to love you the way that you said Way that you left, left me",I don't want to love you the way that you said,"i don't want to love you the way that you said way that you left, left",Na na na na na n
708,2004474,"The sun is shining, there's plenty of light
A new day is dawning, sunny and bright
But after I've been crying all night
The sun is cold and the new day seems old
Since I lost my baby (since I lost my baby)
Oh since I lost my baby (since I lost my love)
The birds are singing and the children are playing
There's plenty of work and the bosses are paying",Not a sad word should a young heart be saying,"the sun is shining, there's plenty of light A new day is dawning, sunny and","The sun is shining, there's plenty of light","the sun is shining, there's plenty of light A new day is dawning, sunny and",Since I lost my baby (since I lost my baby)
709,2864396,"(Zaytoven)
Ohh-ohh-ahh-yeahh
Once again, your man left you all alone tonight
Send me thirst trap pics to my phone tonight
If he knew what we were doing you’d get smoke tonight
Name your favorite place and we gon' go tonight
I got gas in that pre-roll, you don't even smoke it
Told me blow that out the window","When we in your car, you only wanna hear R&B",your man left you all alone tonight Send me thirst trap pics to my phone tonight If he knew,"I got gas in that pre-roll, you don't even smoke it",your man left you all alone tonight . send me thirst trap pics to my phone tonight .,I'm gonna blow that out the window
710,6043026,"You not Pac but I see you got the juice, boy
Butterflies in my belly when you come close
It ain't right to make me feel like this
Losing my mind everytime I see your pic
Been spying on you, babe, you don't know that I exist
Not tryna be too forward but I wanna have your kids
Well damn, I just crossed the line
But you so fine, you so fine, you live rent free on my mind",And I just,"you not Pac but I see you got the juice, boy Butterflies in my belly when you","You so fine, you so fine, you live rent free on my mind","i wanna have your kids but damn, i just crossed the line . i","You so fine, you so fine, you live rent free on my mind"
711,4150138,"Tryna be comfortable I ain’t the same no
No I ain’t the same no
Tryna be comfortable I ain’t the same no
No I ain’t the same no
I’m the one you should blame
Faked that shit like there ain’t no game
Pussy ass boy with a gay ass name
Stayin’ the same, I ain’t stayin’ the same no",Hating on me cause I can’t find the way no,tryna be comfortable I ain’t the same no No I ain’,I ain’t stayin’ the same no,tryna be comfortable i ain’t the same no No I ain,"Stayin’ the same, I ain’t stayin’"
712,2213919,"Time passes by
Try not to think about
Everyone will die
Try not to think about it
People come and go
Try not to think about it
They leave us all alone
Try not to think about it",Nothing ever lasts,Time passes by Try not to think about everyone will die Try not to think about it People come and,It's time to think about it,time passes by try not to think about everyone will die try not to think about it . people,Try not to think about it
713,4078908,"People making lists
Buying special gifts
Taking time to be kind to one and all
It's that time of year
When good friends are near
And you wish you could give more
Than just presents from the store
Why don't you give love on Christmas Day",Even the man Who has everything,people making lists Buying special gifts Taking time to be kind to one and all It's,Christmas Day,people making lists Buying special gifts Taking time to be kind to one and all . why,It's a time of year when we all need a little
714,3257791,"I see you on the front line
But I wish that you were by my side
Too many souls have died, pretending like we're all right
Wish I could seep into your veins, take the pain away
And be your great escape, but I'm not a heroine
I just have this song to give
‘Cause nothin' is perfect, in this crazy world
I wish I was perfect, but I'm just a girl","They say choose your battles, babe","I wish that you were by my side Too many souls have died, pretending like we'","I wish I was perfect, but I'm just a girl",i see you on the front line but i wish that you were by my side .,"I'm not a hero, I'm just a"
715,3989641,"The memories they flash back so hard
The feeling of you, damn its been too long
I never felt, this kind of love before
There's nothing here for me
I'm going through withdrawals
And that year it hit
I tried to fill, the void with
Everything, but you","And all the fucking times, we've spent",withdrawals were a year after withdrawals . I tried to fill the void with Everything,"I tried to fill, the void with","the feeling of you, damn its been too long i never felt, this kind of love before",I can't get over you
716,2431978,"She says it’s all for me
All for me, that girl is mine
Every time I see her she looks brighter than a dime
All them niggas crazy they can’t ever get what’s mine
She ain’t worried bout them though, she says it’s mine
I ain’t worried bout no other, other nigga
Keep it stepping nigga
You can’t get her nigga, these niggas crazy",I just might take her back home,"nigga Keep it stepping nigga You can’t get her nigga,","She says it’s all for me, that girl is mine","she says it’s all for me, that girl is mine Every time i see her she looks brighter","She ain’t worried bout them though, she says it’"
717,3734446,"Picture outside lights. Walking close to the love flight. Just to dine right, see her marble eyes shine bright, in the dark night. I've
Been waiting for this moment all my freaking life, it's the right time. But wait, Wait. (Yeah) Fast forward 9 months. love lost, can you relate late? (Yeah). She might be low now. I don't know. I just gotta go now. She don't know
She's a red hot soul figure, she's a red-hot, She's a red-hot, She's a red-hot soul figure
I don't even know, where my place is, out in Dade city, I'm just coming in like I'm Jason. Yeah, what you placing? My thought is racing. Yeah, I don't even think that shes complacent. I've been out in low mode, is all low, in the low mode, that's a low blow, I don't know though. My dream is black, I was in the back, Cadillac, digging from a sack, she screams, ""Where you at ?"". I won't be around now. She don't know. I just gotta go now. She don't know
She's a red hot soul figure, she's a red-hot, She's a red-hot, She's a red-hot soul figure. Kaysinners
So now she's treating me bad. Thinking she got it like that. Busy but lying at max. Let the tension relax, I put her away in a trap","Boom! She's gone in a flash. Karma will break her in half, with a force an axe. A feeling she don't wanna have. I'm stating the facts. I hope the evil within her consumes her. That me caring is considered a rumor. That she feels pain stronger than tumors. That her job makes her feel like a loser because she is losing","she's a red hot soul figure, she's a red-hot, she's a red-hot, she's a red-hot soul figure . she's a red-hot, she's a red-hot, she's a red-hot soul figure . she's treating me bad, thinking she got it like that .","She's a red hot soul figure, she's a","i've been waiting for this moment all my freaking life, it's the right time, but wait, wait . she might be low now. I don't know. I just gotta go now. she's a red-hot soul figure, she's a red-hot, she's a red-hot soul figure . i don't even think that shes complacent","She's a red hot soul figure, she's a"
718,3379736,"Macho, be macho
Macho, be macho
Macho, be macho
Macho, be macho
Macho, be macho
Macho, be macho
Macho, be macho
Macho, be macho",Hey!,"be macho Macho, be macho Macho, be macho Macho","Macho, be macho","be macho, be macho, be macho, be macho,","Macho, be macho"
719,2961385,"Oh I’m gonna take my time Really gonna take my time Damn a nigga really been gone For too long let’s make this count Sippin’ on some real tonic
Baby can you feel that magic
Pink Orange and blue
The sky is paining you
Features of your face
Light up with the sun set
I just hope that you’ll let
Me kiss you","Oh we should take it slow, take it slow",I’m gonna take my time Really gonna take my time Damn a nigga really been gone For too long let,I just hope that you’ll let me kiss you,"nigerian singer, ayodeji, has released a new single . 'i'm gonna",I just hope that you’ll let me kiss you
720,1345697,"Ooh, when I was a little boy
(When I was just a boy)
And the devil called my name
(When I was just a boy)
I say now who do
(Who)
Who do you think you're foolin'?
(When I was just a boy)",I'm a consecrated boy,when I was a little boy (When I was just a boy) and the devil,And the devil called my name (When I was just a boy,when i was a little boy (When i was just a boy) and the,And the devil called my name (When I was just a boy
721,6505335,"Cherrelle?
Yes Alex
You know somethings never change
You mean the way the song still makes us feel?
Every day there's something new (Oh baby)
Honey, to keep me loving you (Oh honey)
And with every passing minute
Ah baby, so much joy wrapped up in it","Oh, Heaven must have sent you from above",the song still makes us feel . every passing minute Honey wrapped up in it .,"Oh baby, so much joy wrapped up in it","every day there's something new (Oh baby) honey, to keep me loving you (Oh","Oh baby, so much joy wrapped up in it"
722,334559,"He works hard to give her all he thinks she wants
But it tears her apart cause nothing's for her heart
He pulls in late to wake her up with a kiss goodnight
If he could only read her mind, she’d say
Buy me a rose, call me from work
Open a door for me, what would it hurt
Show me you love me by the look in your eyes
These are the little things I need the most in my life",Now the days have grown to years of feeling all alone,he works hard to give her all he thinks she wants But it tears her apart cause,"I’m a shit, I’m a s",he works hard to give her all he thinks she wants But it tears her apart cause,"I'm a little girl, I'm a little girl"
723,3354878,"I can heal it like your sounds, babe
I can feel it like your fears
I can go another round your way, but I can't do this on my own
I thought you'd love me 'til I'm raw, oh my God, mm
I thought you'd love me till I'm raw, oh my God, oh my God
It's tough to face
My Phoenix rising crazy
Oh, it's got a hold on me",This kind of love ain't stable,"I can heal it like your sounds, babe I can feel it like your fears I can","I can heal it like your sounds, babe","'i thought you'd love me till I'm raw, oh my God","I can heal it like your sounds, babe"
724,2845354,"I hate it when I have to go
Girl, I'm gonna miss you so
But I don't want to ever say goodbye
You gotta believe me when I tell you that I don't want to leave
But I'll be thinking about you everywhere that I'm gonna be
But I'm not gonna ever say goodbye
I'm not gonna say goodbye
Not gonna say goodbye",But I gotta leave cause I don't want you to see me cry,"I hate it when I have to go Girl, I'm gonna miss you so But I",You gotta believe me when I tell you that I don't want,"girl, i'm gonna miss you so but i don't want to ever",I'm not gonna say goodbye
725,4927277,"[VERSE]:
Mix with me, unfold solutions
Bare witness to my evolution
Violent moans, untamed contusions
We’re not really here it’s all Illusions
[VERSE]:
Tonight we relish in design
You say that I’m a state of mind","I say you’re space, you say I’m time","[VERSE]: Mix with me, unfold solutions Bare witness to my evolution Violent",You say that I’m a state of mind,"mix with me, unfold solutions Bare witness to my evolution Violent moans, unta",But I’m not a state of mind
726,329783,"Oh yes boy (say yes)
Ooh yeah (oh yes)
Oh say yes boy (say yes)
Ooh yeah (uh uh uh uh)
Turn me up
Ooh yeah (yes)
Oh yes
Yes",The day you held me in your arms,Ooh yeah (oh yes) Turn me up Ooh yeah (oh yes,Turn me up,Oh yes boy (say yes) ooh yeah (oh yes) oo,Ooh yeah boy (say yes)
727,4866798,"Life keeps getting harder
I feel myself becoming like my father
I used to be a lover, not a fighter
Now I'm throwing fast words
Yeah, tell me what we're learning
Guess no one read the history, we're burning
Don't understand the way the world is turning
Are we moving backwards?","If there's a God, I hope she's black","life keeps getting harder I feel myself becoming like my father I used to be a lover, not","I'm not a fighter, I'm not a fighter",life keeps getting harder i feel myself becoming like my father . i used to be,Are we moving forwards?
728,3085767,"Babe, there's no other way I'd rather spend tomorrow
Than right next to you
Oh my baby, you could play them games, babe
But I know, you could have the world but you still can't buy this love, love, love, love
This love, love, love, love
This love
You can lie to yourself but your heart knows the truth
In the name of love",Let your heart speak for you,"love, love, love, love, love This love You can lie to yourself but your heart knows","This love, love, love, love, love","babe, there's no other way i'd rather spend tomorrow Than right next","I'm gonna give you everything, babe"
729,3311891,"Yeah, okay, we ridin' high, just what they like
Yeah, oh
They don't know what I've been through
They don't know what I'm fin' do
Spark up that light, so they know it's me
Ain't see me come in, bitch I'm so low-key
With the shits, yeah
Watch how you speak out your your lips, yea (woah)",Been a long time comin',"yeah Watch how you speak out your your lips, yea (woah)","I'm so low-key, I'm so low-key",'shits' is a new album from british singer-songwriter,"I'm so low-key with the shit, y"
730,4549455,"Girl you my pill, girl you my drug
A day without you, cannot do without my drugs
I need something, I need you, I need you and nothing new, I'm addicted, that's a problem girl
Can't get over you, i don't want nothing new
I don't want nothing new yeah
I wanna go back to how things used to be
I wanna go back to us watching movies at my crib
We could sit back, we could have sex or maybe","We would have some more, cause with you i want nothing less yeah, girl you're the ease to my stress","girl you my pill, girl you my drug A day without you, cannot do without my drugs I need something, I need you, I need you and nothing new, I'm addicted, that's a problem girl Can'",I wanna go back to how things used to be,"girl you my pill, girl you my drug a day without you, cannot do without my drugs i need something, i need you, i need you and nothing new, i'm addicted, that's",I wanna go back to how things used to be
731,7424346,"How do I get to the heal?
Hard to assess how I feel nowadays
Think in my mind, something changed
Struggling here, in the interface
In between self-love and the loss of you
Moment in time and I know the truth
Broke down, just what we were meant to do
It's a hard pill too, 'cause",I still wonder about you (You),"how do I get to the heal? Hard to assess how I feel nowadays Think in my mind,","It's a hard pill too, 'cause",how do i get to the heal? hard to assess how i feel nowadays Think in my,"It's a hard pill too, 'cause I'"
732,6652357,"One time for the ones who in they bag
One time for the ones who ain't even mad
One time for the ones who's independent
One time for the ones who go and get it
I'm sure they're needin' you now
But we're gettin' too fuckin' close to slow down
Oh
Let's go way back to when they didn't know you",Let's go way back when they didn't know your name,I'm sure they're needin' you now But we're gettin',I'm sure they're needin' you now,one time for the ones who in they bag one time for the ones who ain't,I'm sure they're needin' you now
733,4045497,"Uh huh...
Two thousand lumens, still can't see a thing (Uh uh)
She's blinding brighter than the brightest day
Nothing to cover with I need the shades
Spotlight is on, that girl is in my aim
This party's rocking and I can tell you why
That crazy look she holds up in her eyes
Is burning down this place with no survivors","That's her desire, that girl is on fire (Woop woop)",she's blinding brighter than the brightest day Nothing to cover with I need the shades,She's blinding brighter than the brightest day,i can't see a thing (Uh uh) she's blind,She's blinding brighter than a sunrise
734,4219387,"Beautiful girl, let our souls collide
Look at the clock, baby it's perfect time
Fuck these clothes, baby let's get under sheets
Under wraps baby let's keep this secret
You're so cute, your love is what I'm seeking
Give me 10 minutes girl, I will leave you leakin'
Out in public girl I hate all this sneakin'
And when I first saw you, yeah I thought I was dreamin'",Let's go park by our favorite spot,"girl, let our souls collide Look at the clock, baby it's perfect time F","I'm a girl, I'm a girl, I","beautiful girl, let our souls collide look at the clock, baby it's perfect time","But I'm not, I'm not, I'm not"
735,3954080,"You have taken hostage of my mind
Overstayin' your designated time
You're invading this lonely heart of mine
And ignorin' all the exit signs
Maybe one day I will wake up
And be okay in my bed
Maybe one day I will wake up
And you're no longer in my head",Finally I'll have my peace of mind,you have taken hostage of my mind Overstayin' your designated time You're inva,You're no longer in my head,you have taken hostage of my mind Overstayin' your designated time You're inva,Maybe one day I will wake up
736,2384320,"Once upon a time, I never had a cologne
I was left all alone, I had a mind of my own
I was thinking of trading my chromosomes
I got a call from the astral zone
Hey yo self love, self God, self loner, self stoner, you could be a lot better
I had to write a memo to heaven waiting for heaven blessings
I made mistakes, i never learnt the lessons
Nobody taught me to see the way eye see, except capital steezy, R.I.P","I got the spoonful, we stirring up the pot","yo self love, self God, self loner, self stoner, you could be","I'm a fucker, i'm","i was once left all alone, i had a mind of my own i was","I'm a nigga, I'm a"
737,6493207,"(Yea)
Lately
Baby I try, try, try
This thing ain't going right, right, right
So why should I keep wasting my time
When this is a waste of my time
How is you feeling
Cause’ lately girl I'm feeling different",It feels like my heart is the ceiling (Aye),"Lately Baby I try, try, try This thing ain't going right, right",I'm feeling different,lately girl i'm feeling different because lately i'm feeling different . i,I don't know what it is that I'm feeling
738,6330310,"I, I-I, I, I-I
I've been thinking about you on this airplane
And my, my mind is in the sky
When I'm dreaming about you on this airplane
Could it be the elevation?
Must admit that I'm not used to feeling these sensations
Missing you like crazy though it's barely been a minute
You dropped me to the gate",And bid farewell,"I, I-I, I, I-I I've been thinking about you on this",I've been thinking about you on this airplane,dreaming about you on an airplane could it be the elevation? i'm not used to,I've been thinking about you on this airplane
739,5235430,"Your kisses got me high
Got me lifted to the sky
Quick flex, hop off the jet
The way that you give it I know it's the best
Put in that OT you ain't goin' to rest
Slip off Givenchy and get me undressed
Your kisses got me high
Pull up in the coupe and I will hop in",You stole my heart and put it in your pocket,"your kisses got me high Got me lifted to the sky Quick flex, hop off the",Got me lifted to the sky,"kisses got me high got me lifted to the sky quick flex, hop off the jet","You got me high, I'm high, I'm high,"
740,3939573,"Do I mean something?
Anything to you?
When you say you love me
Were your words remaining true?
You left me dry
And left me in the deep end
Before anybody else stepped in, you were
Only just a friend",And I never thought that I would,when you say you love me Were your words remaining true? You left me dry and left me,You were just a friend,you left me dry and left me in the deep end . you were only just a friend,You were only a friend
741,767568,"I mean
I ain't gon' lie to you
See, you can have me
If you wanna do something
I can't say
I'll always be there for you
And I can't say
That you're the only one","See, all I know","I mean I ain't gon' lie to you See, you can have me",You're the only one,you can have me if you wanna do something i can't say i',I'm gon' be there for you
742,2468641,"I got control of the paper
I chuck a deuce to the haters
Why don't you go get your bread up?
Go get your bread, go, go get your bread up
I got control of the paper
I chuck a deuce to the haters
Why don't you go get your bread?
Go get your bread, go, go get your bread up",I got control of the paper,I got control of the paper I chuck a deuce to the haters Why,I got control of the paper,I got control of the paper i chuck a deuce to the haters,I got control of the paper
743,7273862,"[Intro}
Uh oh uh oh that’s how I like it
That’s how I like it yeah
Yeah that’s how I like it
That’s how I like it yeah
I know you like it when I beg you to stay
I know you like it when I call out your name
I know you like it when I do what you say",When I drop it down and I pick it up and o swing it round your way,I know you like it when I call out your name I know you like it when I do what,I know you like it when I call out your name,uh oh uh oh that’s how i like it,I know you like it when I make you laugh
744,2399069,"Yeah, I can't wait for the moment you can take off
I pray you don't have to cut my time short
I would rather not say much
But if I do, it will be forward
I can't pull no punches, baby doll
The gods have approved
The universe is in tune with me and you
That's why we here involved",I'm too in love,baby doll The gods have approved The universe is in tune with me and you That's why,"I'm a fucker, I'm a",the universe is in tune with me and you That's why we here involved . ',I can't wait for the moment you take off
745,7593551,"Type
Noly are you in here?
Uw for the moment
Uw for the moment
Move for the moment
Move for the moment
Move for the moment
I could never tell",I will run the world,Uw for the moment Move for the moment Move for the moment I could never tell you a,I can't tell you what you're doing,uw for the moment uw for the moment move for the moment move for the moment,I could never tell
746,6828191,"There's a girl overboard, there's a girl overboard
See, I fell overboard, and I landed in the sea of love
I wasn't prepared to fall in love
But I guess accidents, yeah, happen to all of us
'Cause like a tidal wave you came
And offset my voyage of misery and pain
Now there's a... a girl overboard, there's a girl overboard
See, I fell, I fell, I fell overboard, and I landed in the sea of love","I drifted around, like the blowing wind","there's a girl overboard, there's a girl overboard See, I",I wasn't prepared to fall in love,"there's a girl overboard, there's a girl overboard .",I wasn't prepared to fall in love
747,6003906,"Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, oh yeah, yeah, oh yeah
Yeah, oh yeah, yeah, oh yeah
Yeah, oh yeah, yeah, oh yeah
After all, yeah
After all, oh yeah
After all, yeah",After all,"Yeah, yeah, yeah Yeah, yeah, yeah Yeah, oh yeah, yeah, yeah","After all, oh yeah","yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, oh yeah, yeah","After all, oh yeah"
748,7552669,"Walk around, show my clothes, Dolce & Gabbana
You can look but you can't touch, I know that you wanna (Yep)
Are we in the ’80s, cuz I feel like Madonna
Yall need plastic surgery, but I'm hot like a sauna (Beauty)
R&B king, I ain't no Nirvana
Kurt didn’t his shoot his shot with that liana (Oop)
I'm a classy bitch, I ain't no Tatiana
But I'm flexible, I can do your brother and your momma (Slay)","99% angel (Angel, angel)","I'm a classy bitch, I ain't no Tatiana But","I'm a classy bitch, I ain'",slay slay slay slay slay slay s,"I'm a classy bitch, I ain'"
749,4006632,"You and me at the Crest of the sea
Shangri la la, Languid and pretty
Pass the boa boa trees,wWalk with me
Where i go pressed in the city
Tell you in confident it’s plain to see
Spin the wheels of fortune, set your conscious free
Salt on your hips
How will I go",Kissed by the sun,"you and me at the Crest of the sea Shangri la la, Languid and pretty Pass",You and me at the Crest of the sea,"i’ll take you to the crest of the sea,languid and pretty",How will I go
750,402045,"When grandma and grandpa
Get out on the floor
They rock until they drop
And then they rock some more
Yeah, everybody's rocking
Well, everybody's rocking
Everybody's rocking
Rocking to the dancing beat",From the shakey city,when grandma and grandpa Get out on the floor they rock until they drop And then,"Yeah, everybody's rocking",grandma and grandpa rock until they drop . then they rock some more .,When grandma and grandpa
751,7552209,"I'm hungry!
Cunt odor taste
That drip from your panties from your pussy to my face
Yeah suck it crud and piss from your waste
I wanna lick your shit stains
Dirty panties on my face
Suck suck suck suck suck suck
Suck suck suck suck suck suck",Suck suck suck suck suck suck,suck suck suck suck suck suck s,Suck suck suck suck suck,i wanna lick your shit stains Dirty panties on my face,Suck suck suck suck suck
752,334279,"Everyone laughed at her joke
As if they'd never even heard it before
And maybe they were truly amused
But every word that she spoke was a bore
And maybe it's because they had seen
The previews on the TV screen
Well this part is good and that's well understood
So you should laugh, if you know what I mean",But it's all relative,everyone laughed at her joke as if they'd never even heard it before . everyone laughed,"And I'm not a fool, I'm not a fool",everyone laughed at her joke As if they'd never even heard it before . every word,And if you don't know what I mean
