,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
856,5080643,"Turning inwards
I see the walls closing on me
Trying to keep this part of me alive
And find my way back
Through the labyrinth
When the darkness was just a place to hide
So sick and tired
Of seeing the blood drain from your face",Eyes turning grey,the darkness was just a place to hide So sick and tired Of seeing the blood drain from your,So sick and tired of seeing the blood drain from your face,turning inwards i see the walls closing on me Trying to keep this part of,I don't feel right anymore
857,1834447,"So much to say so little time for me
To explain the way I feel. You only see
Things the way you want to see them (Want to see them)
It makes sense to you
All these things you do
You got it all figured out
While everyone is confused
How do you do it? (How do you do it?)",In your mind I'm just blind,you only see Things the way you want to see them (Want to see them) It makes,How do you do it? (How do you do it?),a feisty girl is a sassy girl who is,How do you do it? (How do you do it?)
858,7397950,"Basking in memories of when you weren't there for me
Caused me to fall away and see you as the enemy
'Cause I felt alone
And my heart became cold
Feeling left behind, I'm struggling to survive
Lost wandering the darkest corners of my mind
I didn't know you were fighting your own war
(But now I know)",I was already down before I let you drown,lost lost wandering the darkest corners of my mind I didn't know you were fighting your,But now I know (And now I know),'i don't know you were fighting your own war (But now i know),"And I don't know what to say, I don't know"
859,2488846,"Twist away the gates of steel
Unlock the secret voice
Give in to ancient noise
Take a chance a brand new dance
Twist away the gates of steel
Twist away
Now twist and shout
The earth it moves too slow",But the earth is all we know,Twist away the gates of steel Unlock the secret voice Give in to ancient noise Take,Twist away the gates of steel,twist away the gates of steel is a new song from the octave,Twist away the gates of steel
860,2869823,"The fire of a thousand suns
Finally burn us
If nothing will change today
We really lose out
But now I know
Strength is in us
We can change it all
You have to fight",Even if you lose everything tonight,the fire of a thousand suns Finally burn us If nothing will change today We really lose out,But we can change it all,strength is in us - we can change it all . the fire of a thousand sun,But we can do it all
861,520615,"How could you leave and watch us face this life alone?
Both our hearts were yours to mold
So open and free, but everything we've lost
How did the words make it worth it?
How did the words make...?
How, how did the words make it worth it?
How, how did the words make it worth it?
How, how did the words make it worth it?",I know what it's like to hurt when we're alone,"how did the words make it worth it? How, how did the words make it worth it?","How, how did the words make it worth it?",how could you leave and watch us face this life alone? both our hearts were yours to mold,How did the words make it worth it?
862,3776594,"(Hands up, this is a stick up)
(Hands up, this is a stick up)
(If nobody moves, then nobody dies)
(I see the fear in your eyes)
I feel alive but I'd rather be sane
Cause they've got everything locked in a safe
I just want what's rightfully mine
I shouldn't have to beg you to survive",Just get out of my way,"it's a stick up, if nobody moves, then nobody dies . I","I don't need a shit, but it's","(Hands up, this is a stick up) (if nobody moves, then nobody","(If nobody moves, then nobody dies)"
863,7231117,"When you went blind
And I nearly lost my mind
You didn't last
'Cause you have another eyelid
Oh
Oh
Oh
Oh",And when you smile,when you went blind And I nearly lost my mind You didn't last 'Cause,Oh Oh,when you went blind I nearly lost my mind 'Cause you have another eyelid Oh,Oh
864,2836786,"Tell me that I've never been the same, I never noticed that
And nothing ever holds me, nothing ever holds me back
And it seems you never think of how I wanted you
Yeah, you say I'm someone, you say I'm something free
You had a lifetime living on your own time
You had a life time living
So tell me, do you love someone?
I'm losing all the time I had",I never had to know about another,"tell me that I've never been the same, I never noticed that And nothing ever holds me",I don't know how to do it,"tell me that i've never been the same, i never noticed that And nothing ever","So tell me, do you love someone?"
865,4575568,"Until you leave your parents' lovely house
Until you stuck in train for longest thirteen hours
Your handbag is not cumbersome
Until you drink too much and feel the way it goes
Until you fall in love with closest friend of yours
They wish you best and hope you call them back
We are searching our home
And hope to find the open doors",But it’s already robbed,Until you leave your parents' house Until you stuck in train for longest thirteen hours Your hand,We are searching our home and hope you call them back,Until you leave your parents' lovely house Until you stuck in train for longest thirteen hours Your,We are searching our home
866,7587514,"It was all eyes on me
From the attention received
I didn't want it
Couldn't submit to the damage
You were a breath of fresh air
Though you could kill me with just a stare
I didn't want to end up with you
Fuck a marriage",'Cause I'm married to me,I didn't want it Couldn't submit to the damage You were a breath of,I didn't want to end up with you,i didn't want to end up with you Fuck a marriage . i,And I can't stand the thought of you
867,4817119,"Cha-cha
Besame, besame mucho
Each time I bring you a kiss
I hear music divine
So besame, besame mucho
I love you forever
Say that you'll always be mine
Cha-cha-boom!","Dearest one, if you should leave me","besame, besame mucho Every time I bring you a kiss I","Besame, besame mucho","cha-cha besame, besame mucho every time i bring","Besame, besame mucho"
868,5749112,"Make his fight on the hill in the early day
Constant chill deep inside
Shouting gun, on they run through the endless grey
On the fight, for they're right, yes, but who's to say?
For a hill, men would kill, why? They do not know
Stiffened wounds test their pride
Men of five still alive through the raging glow
Gone insane from the pain that they surely know",For whom the bell tolls,men of five still alive through the raging glow Gone insane from the pain that they surely,"Ain't the fight, for it's the fight, for","for a hill, men would kill, why? they do not know Stiffened wounds","On a hill, men would kill, why? They do not know"
869,1376607,"Phil and Don
What went wrong?
I see no reason to go on
Phil and Don
What went wrong?
I see no reason to go on
I'll take the slack from you
Give all my love to you",Might break my back for you,Phil and Don What went wrong? I see no reason to go on I'll take the,Give all my love to you,I see no reason to go on i'll take the slack from you Give,Give all my love to you
870,373961,"Driving through the summer
Racing to the winter
You said we’d live forever
Where’d that really get ya
I don’t want to be like you
I don’t want to be like you
A pair of wooden lovers
Fools in creamy colors",Sworn to one another,you said we'd live forever Where’d that really get ya I don’t,Fools in creamy colors,the pair of wooden lovers Fools in creamy colors Fools in creamy colors Fools in creamy colors,I don’t want to be like you
871,2976780,"One day, the bell's gonna ring
Frightening all the birds in the boneyard
In the boneyard, yeah
Oh yeah
So take your chances now
Take 'em, oh take 'em
Take 'em baby
Oh yeah","For one day, the bell's gonna ring",the bell's gonna ring Frightening all the birds in the boneyard In,"Take 'em, oh take 'em baby","one day, the bell's gonna ring one day, the bell's gonna","One day, the bell's gonna ring"
872,5279298,"Sticking to the script I used to know
Making plans and standing up to go
All my old tricks slip into place as we carry on
Its a three piece suit made of stone and it weighs a ton
Take it off for me won't you?
Meanwhile I keep getting older
Go uphill, pushing my boulder
To fall down, back to the bottom",And up once more,"if you haven't done this, go uphill, push your boulder to fall down",I can't find a way,i'm stuck to the script i used to know Making plans and standing up to go,I can't seem to find my way back to the top
873,5696560,"They say it's always darkest before the dawn
But I got nothing really going on
Somethings wrong I always feel like I'm about to cry
I rarely leave my room I rarely go outside
Sometimes I feel like no understands
My life isn't going the way I planned
I'm alone and I don't wanna be anymore
I know that when it rains it pours","Bad luck, bad news, bad attitude",I always feel like I'm about to cry I rarely leave my room Sometimes I feel like no,I'm the only one I've ever been,they say it's always darkest before the dawn But i got nothing really going on,But I know when it rains it pours
874,4308471,"I knew a man that always blew my mind (Blew my mind)
He was indecisive, never thought things through
He made it seem as if our history
Was useless, stupid, overrated
But he lacks the mentality
But now it's coming back around to him
And his living history hits him in the face
When he discovers who he really is",His bloodline stems from a different family tree,"man always blew my mind, never thought things through. he made it seem like our history",But now it's coming back around to him,i knew a man that always blew my mind (Blew my mind),"He's a man, he's a man,"
875,2811258,"Old rocking chair
Rock me away from an old dream
A summer I once knew
Burning by the sea
She just fled
While I just stayed
When summer returns
I'll give her a name",I'll give her a name,rocking chair Rock me away from an old dream A summer I once knew Burning by the sea,She ain't a shit,rocking chair rock me away from an old dream A summer i once knew Burning by the,I'll give her a name
876,79063,"Sing it for me
I can't erase the stupid things I say
You're better than me
I struggle just to find a better way
So here we are, fighting and trying to hard the scars
I'll be home tonight, take a breath and softly say goodbye
The lonely road, the one that I should try to walk alone
I'll be home tonight, take a breath and softly say goodbye",You wouldn't like me,I can't erase the stupid things I say You're better than me I struggle just to,"The lonely road, the one that I should try to walk alone","the lonely road, the one that i should try to walk alone i'll be home","The lonely road, the one that I should try to walk alone"
877,5598160,"Slow to pick up all the pieces
I've lost all the words that make sense
Who would've guessed of all places
You'd be is at the end of a thread?
Oh, my brother, are you breaking down?
Because I know that you have been crying out
Oh, my brother, what are you searching for?
Just take my hand, you're not alone anymore",(I'm pleading) You're losing grip,"I know that you have been crying out Oh, my brother, what are you searching for? Just",You're not alone anymore,slow to pick up all the pieces i've lost all the words that make sense .,You're not alone anymore
878,6432976,"I can't even see a picture of you
It reminds me of what I've put you through
Are you really fine with that?
That I hurt you makes me upset
And suddenly I was alone at home
It's going on and on
You have showed me the meaning of being lonely
And if I could I would take you in my arms",But you have decided to show me,can't even see a picture of you It reminds me of what I've put,I'm gonna have a long way to go,i can't even see a picture of you It reminds me of what i,'Cause you have shown me the meaning of being lonely
879,3962471,"I didn't sell my soul for rock n' roll
This is who I am
Lost in a world, out of control
You don't know where I've been
'Cause I've come back from nowhere
Lost in a world estranged
Like a hard and weathered soul's tattoo, never given anything
So rest your easy mind",'Cause I'm not high enough tonight,I didn't sell my soul for rock n' roll This is who I am Lost in,You don't know where I've been,the singer and songwriter sold his soul for rock n' roll . lost in a,"I'm a rock star, a rock 'n'"
880,4208310,"How many of you people out there been hurt in some kind of love affair?
And how many times do you swear that you'll never love again?
How many lonely, sleepless nights?
How many lies, how many fights?
Well, why would you want to put yourself through all that again?
""Love is pain,"" I hear you say
Love has a cruel and bitter way
Of paying you back for all the faith you ever had in your brain",How could it be that what you need the most,"""Love is pain,"" says one of you people out there . how many times do you swear",And how many of you people out there have been hurt in some kind of,"""love is pain,"" you say . ""love has a cruel and bitter way","Oh, why would you want to put yourself through all that again?"
881,5223380,"Alone, listless
Breakfast table in an otherwise empty room
Young girl, violence
Center of her own attention
The mother reads aloud, child tries to understand it
Tries to make her proud
The shades go down, it's in her head
Painted room, can't deny there's something wrong","Don't call me daughter, not fit to","the mother reads aloud, child tries to understand it Tries to make her proud",She's an empty room,a young girl in los angeles is the victim of violence . ira,"She tries to hide it, but she can't hide it"
882,2435474,"By the roadside shrine there's a place
Selling bouquets of cellophane
That's where they meet in this desolate place
And the more they see the more they say
Thrown like two winter roses into a broken vase
They're playing the hand they play
Caught in the game they made
She puts her faith in the moment",Outsiders,the more they see the more they say Thrown like two winter roses into a broken vase,She's a man who's a man who's,two women meet at a roadside shrine to sell cellophane bouquets . they,And the more she sees the more she says
883,6832127,"I don’t know what you heard before
But you are what I’m looking for
We treat this love like an open door
You can leave when you’re bored
But by the time we turn the page
We both know that it’s too late
We can think no one is to blame
Cuz it’s better this way",So go find somebody new break a heart in two as a power-move,We treat this love like an open door You can leave when you’re bored But by the time,We don’t know what you heard before,i don’t know what you heard before but you are what i’m looking for,"We’re gonna make it, we’re gonna make it"
884,2872143,"You were a nightmare baby
And I don't know why I love you like I do
You were out all night, doin' nothin' right
Never tellin' me the honest truth
My heart keeps breakin, you keep takin'
Everything that I've ever known
I'm a wiser man cuz you tore me up
And knocked me down from upon my throne",She looked good to the eye,"I don't know why I love you like I do You were out all night, doin",And he made me feel like he's a better man,you were a nightmare baby and i don't know why i love you like,I'm a wiser man cuz you tore me up
885,211893,"What I'm thinking is so delicate
If I breathe, you know, I'm going to lose it
It's just a drop in the biggest ocean I know I've ever seen
And in a moment it's big enough to drown the whole world
This is my present to the world
And I want you to take it
This is my present to the world
Take it from me, please please take it from me",All I know is I don't know it,"what I'm thinking is so delicate If I breathe, you know, I'm going to","Take it from me, please please take it from me","what i'm thinking is so delicate If I breathe, you know, I'm going",This is my present to the world
886,3116564,"Have I been keeping you sick?
Here's me believing a bleeding heart's just a quick fix
All you needed was me, not my solutions or views
I wish I could take all this pain back I've put you through
Guess it's too little too late
At least I can assure you; I had the best intentions
It's toxic, it's noxious, ironically honest
Get out tonight, don't say farewell","Run for your life, go save yourself","a bleeding heart's just a quick fix All you needed was me, not my solutions","You're gonna be the same, I'll be the same",the i-reporter has been keeping you sick with his rants .,"You've got me snoring, I've been"
887,7618018,"Go deep into darkened lands
Beneath the hills with sword in hand
So the king might know who he serves
Fulfill the oaths of the tales of old
Those who dwell in the mountain halls
Bind them you shall to save us
Find the lord of the cursed ones
Bind him to fight for the chosen one",With the flame of the west by your side,the king's oaths of the tales of old Bind him to,Then take a fight for the chosen one,go deep into darkened lands Beneath the hills with sword in hand So the,Go into darkened lands
888,6079002,"Power that is safe and savage
Power that is true and tragic
Power that is ever magic
Power to believe
You're the power that we need
Power that is peace and passion
Power over all our madness
Power over curse and casket",Power to the weak,power that is safe and savage Power that is true and tragic Power that is ever magic Power to believe You're,Power that is safe and savage,power that is safe and savage power that is true and tragic power that is ever magic . power that is peace,Power that is safe and savage
889,5164731,"Well, I'm beginning to see the light
Well, I'm beginning to see the light
Some people work very hard
But still they never get it right
Well, I'm beginning to see the light
Want to tell all you people now, now, now
Baby, I'm beginning to see the light
Hey, now, baby, I'm beginning to see the light",Wine in the morning and some breakfast at night,"I'm beginning to see the light Hey, now, baby, I'm beginning to see",I'm beginning to see the light,"well, i'm beginning to see the light Well, i'm beginning to see","Well, I'm beginning to see the light"
890,669620,"She collects medicines in the box
Where once he had kept his
And holds out hope the year old worries
Will be gone
Long before she goes
So when's your start and when's your end?
The slow depart: happening again
The fun-size can you can expect",It only reflects her wants for you,she collects medicines in the box Where once he had kept his And holds out hope the year,And it's time to change,she collects medicines in the box Where once he had kept his . holds out hope the,When you're not looking for a friend
891,2146706,"Everybody's on the prowl
Looking for something new
It doesn't matter if you're taken, no
Cause they'll take you
Everybody's on a hunt
Looking for something nice
It doesn't matter 'bout your strategy, no
It's just a roll of the dice",I fell down a wishing well,Everybody's on the hunt Looking for something new It doesn't matter if you',Everybody's on a hunt,everybody's on the prowl Looking for something new . it doesn't matter,Cause they'll take you
892,3720901,"Never too certain
What is to follow
Exhilaration
Then comes the pressure
From to A to Z in
Cycles per second
Cycles per second
Talk in a riddle",Several hertz,Exhilaration Then comes the pressure From to A to Z in Cycles per second,A to Z in Cycles per second,Cycles per second cycles per second is a series of riddles and puzzles .,Talk in a riddle
893,317486,"I laid my fears out on the table
Then I poured myself a drink
Raise my glass up in tradition
And made a toast for what’s happening
Oh My My My My
This feels like
The greatest time of my life
We solved the puzzle",And now it makes sense,I laid my fears out on the table Then I poured myself a drink Raise my,Oh My My My My My My,i laid my fears out on the table then poured myself a drink raise my glass in,And now I’m here with my girlfriends
894,3181407,"The sun shines through my window
He peeks his light through my blinds
Where I sleep in a pool of my own sweat
I know I'm an insult to the dead
For sleeping in
For wasting the day
I wish that I could waste away
No obligations to keep me depressed",I know I'm an insult to the dead,my sun shines through my window He peeks his light through my blinds Where I sleep in,The sun shines through my window,i know i'm an insult to the dead for sleeping in for wasting the day,I'm a liar and I'm a
895,686317,"Living life too fast
As I'm clinging to the mast
Don't you understand?
Baby nothing's planned underhand, ooh
Underhand
Don't you see by this
Now my speakers start to hiss
Turns my head away","Rubbing out today, underhand, yeah",underhand Don't you understand? Now my speakers start to hiss Turns my head away,I'm going to be on my own,living life too fast as i'm clinging to the mast . my speakers,Don't you understand?
896,7510101,"And you will show me, how the Earth cries
The roar of thunder, will tear us apart
Where the death will be
There will be I
You shouldn't follow me
Your time is now
Keeping our happiness
Carry it to the new century","Through the absurdity of everyday life, and social problems",'You should not follow me Your time is now Carry it to the new century Carry,"And you'll show me, how the Earth cries","the roar of thunder, will tear us apart . i shouldn't follow you,","And you will show me, how the Earth cries"
897,2277600,"I lost my faith when I was young
I clenched my fist to bite my tongue
I leave a wake from all the things that I had done
Cause there wouldn't be a thing when I moved on
Then I said wait
Are our bodies really piles of dirt?
And is the soul just a metaphor?
I keep my eyes from looking too far up",I fear that there is a heaven above,when I was young I clenched my fist to bite my tongue I leave,I'm going to be a fucking shit,lost my faith when i was young i clenched my fist to bite,And I keep my ears from ringing too loud
898,2872710,"When you call me on the phone and you say my name
You'll find out I am not your friend
If you call me up and do it again
You'll find out four fists meet their end
I can't lie
When you call me out my name and you say it again
You'll find out I am not the same
I can't lie",I get low,when you call me on the phone and you say my name You'll find out I am not,When you call me on the phone and you say my name,when you call me on the phone you'll find out i am not your friend .,When you call me out my name and you say it again
899,7216492,"Dancing together
Building forever
Dancing together
Building forever
Take my hand, bring me again to your paradise
Our little games, together we play, they make me smile
You touch my skin, I leave the ground
Watch the moon shining in your eyes","You kiss my lips, I'm up in the sky","Dancing together Building forever Take my hand, bring me again to your paradise Our little games, together",Watch the moon shining in your eyes,dancing together building forever is the fifth album by brian williams . the,And I feel the breeze blowing in your hair
900,403004,"There's plenty of food on the table
Lots of love in the house
The children all do what they're able to do
We got so much to be happy about
I got a woman standing beside me
She really knows how to stand by her man
She's strong and she's soft and she's honest to me
She really helps me to be a good man",But nothing is perfect in God's perfect plan,the children all do what they're able to do We got so much to be happy about,She's strong and she's soft and she's honest to,i got so much to be happy about i got a woman standing beside me .,And I got a woman standing beside me
901,874101,"Another stupid Saturday, the conversation starts to slur
And some sasquatch wookie-boner
Spilled his Mad Dog down my shirt
There's a party-thumpin', booty-humpin', music-wagon in my head
My friends passed out or disappeared all leaving me Banana Red
When what to my wondering eyes should appear?
I feel like Elliot when E.T. drank the beer
Knock me down","Her hair is brown, her eyes are big and blue",the conversation starts to slur and some sasquatch wookie-,"I'm a fuckin', a fuckin'",i feel like e.t. when e.t. drank the beer,I'm a sasquatch and I'm
902,5987829,"Tell me, poor me
My mind is alight
Midnight, still bright
The stars are alive
Daylight, still bright
My time is a lie
Don’t worry about it
Don’t worry about it",Don’t worry about it,"tell me, poor me My mind is alight Midnight, still bright The stars are alive",Don’t worry about it,"tell me, poor me my mind is alight midnight, still bright the stars are alive",Don’t worry about it
903,6234995,"I can see it in your eyes, scared of what I might not be
Destroy myself in these dark places, running into dead end spaces
Separate what's right and wrong
Create a world of peaceful song
Sometimes I feel like there's only one answer
Taking me down this road to disaster
I try to wash it from my mind, but it's lurking there on the inside
I won't let it take me down","Oh, I know what I would leave behind, I was so blind","I can see it in your eyes, scared of what I might not be Destroy myself in","I try to take it down, but it's lurking there on the inside",the acapella singer and songwriter releases her debut album . she is scared of what,I don't wanna be the one that you take
904,3615282,"Forces of evil, Running at your back
No hope for you, no turning back
Dark spirit of vengeance, rising from the grave
Theres no way in Hell that you could be saved
Slayer of men, your deed is done
You won't stop till the battle is won
Your sword is lightning, your sword is flame
Only the Dead know your name",Serving penance for your crime,"forces of evil, Running at your back No hope for you, no turning back Dark spirit of",Only the Dead know your name,"forces of evil, running at your back no hope for you, no turning back Dark spirit of",There's no way in Hell that you can be saved
905,3685669,"Our love is something
Baby, it is more than love
Our love is something
And now I just can't get enough
The walls are closing in
On me, oh my
The walls are closing in
On me right now",Just like a boat out on the open sea,"the walls are closing in On me, oh my The walls are closing in On me right","Baby, it is more than love",i just can't get enough of your love . i just can't get,And I'm just trying to keep my sanity
906,333436,"I got the blues from my baby, left me by the San Francisco Bay
The ocean liner's gone so far away
Didn't mean to treat her so bad, she was the best girl I ever have had
She said goodbye, I can take a cry, I want to lay down and die
I haven't got a nickel and I haven't got a lousy dime
She doesn't come back, think I'm going to lose my mind
If she ever gets back to stay, it's going to be another brand new day
Walking with my baby down by the San Francisco Bay",Sitting down looking from my back door,walking with my baby down by the San Francisco Bay The ocean liner's gone so far away,The ocean liner's gone so far away,"ocean liner's gone so far away, she was the best girl i ever have had",I don't know if I'll ever see her again
907,143667,"Before all of this ever went down
In another place, another town
You were just a face in the crowd
You were just a face in the crowd
Out in the street, walking around
A face in the crowd
Out of a dream, out of the sky
Into my heart, into my life",And you were just a face in the crowd,"before all of this ever went down In another place, another town You were just a face in","I've been living a life, a life, a life",before all of this ever went down i was just a face in the crowd . the,"You're gonna change my life, gonna change my life"
908,2860272,"Well, the skies collapsed as the gas diffused
All the people gasped as the muses choose
Their fates are written, they won't be forgiven
The markets crashed while the pyres died
Through the broken glass, glow the city's lights
I'm so far from my home
But everything dies, everything dies alone
I need some security your love alone won't give to me","The words I needed, but I can't read it",the skies collapsed as the gas diffused All the people gasped as the muses choose Their,I need some security your love alone won't give to me,i need some security your love alone won't give me . the markets crashed while the,I'm so far away from my home
909,6485722,"Kicked out in the hall of the 2nd Grade for laughing
Cause what's-his-name can't do simple subtraction
I need action, I'm bored and the blackboard
Don't do fractions yet
Carpeted floors and the class hadn't split to factions yet
They connect their tamagotchis while I'm watching
The clock tick, home for lunch, LEGOs and EGGOs
Baseplates are frisbees, bust your bottom lip","If you diss me, missed me, now you gotta kiss me",the class had not split to factions yet . they connect their tamagotchis while,"'Cause I'm on a board, I'","in my book, i write about a time in my life when it's just me","I'm a geek, a geek, a geek,"
910,6682868,"My hair is unruly, and truly I am not avoiding you
I'm just avoiding speaking unless I am spoken to
I am so tired of brooding and slowly becoming rude
A crone that's tired of crooning, that's a feeling I'm accustomed to And you will fix my throne, and I will piss and moan
You'll ask “what is bad for you?”
Cut it out everyone, burn every bridge instead of building it
Toxic waters flow out under the mansion bit by bit","We don't match up, so better light something to get rid of this hole, problems escalated quicker than we'd extinguish it","my hair is unruly, and truly I am not avoiding you I'm just avoiding speaking unless",Toxic waters flow out under the mansion bit by bit,"my hair is unruly, and truly I am not avoiding you i'm just avoiding speaking","You will fix my throne, and I will piss"
911,7296138,"Looking around I say: «Who is coming near?» (ooh)
Feeling your touch I know I will disappear (ooh)
Thinking of you is getting harder and colder (oh-oh)
You'll never leave, together we will grow older (oh-oh)
Just give me last chance to see someone different (oh-oh)
My passion is you and I feel I can't lift it, I can't lift it!
So give it back! I'll never-never-never lie again
So give it back!",You fell in love with a killer!,"""who is coming near?"" I say: ""Who is coming near?"" I know I",I'll never-never-never lie again,i'll never-never-ever lie again so give it back!,I'll never-never-never lie again
912,4055297,"He’s Big Spooky Salvia, lord of the night
He’s bringing the terror, and the ghastly frights
Martin Shkreleton and Alex Bones
Leave your lights turned on if you’re watching home alone
The ghouls and goblins, knocking at the door
Salvia-stein’s Monster is hungry for more
The beasts are howling, of their king, they’re afraid
He’s Big Spooky Salvia, he’s bouncing on his boy’s grave",Big Spooky Salvia,"the beasts are howling, of their king, they’re afraid He’s Big","He’s Big Spooky Salvia, lord of the night","he’s big spooky salvia, lord of the night .","He’s Big Spooky Salvia, lord of the"
913,2311381,"Destroy, destroy, destroy, destroy, destroy, destroy
Destroy, destroy, destroy, destroy, destroyer
We speak in lies, we speak in tongues
We'll see our damage done
We live in dreams, we rest in peace
Content to sleep in our chains
Seven trumpets sound their discourse
Nine circles of our devise",Messages written within our columns of fire,"Destroy, destroy, destroy, destroy, destroy Destroy, destroy, destroy, destroy",We'll see our damage done,"destroy, destroy, destroy, destroy, destroy, destroy, destroy, destroy, destroy, destroy,","Destroy, destroy, destroy, destroy, destroy, destroy, destroy"
914,2004680,"They come in sorry for the second vanquisher
To have so much to pretend
Themselves not so against, though overtaken
This will survive, surviving those
Against the smell of rope through pulley sing
There are fewer greater losses known
They have their effect, they have their ransom
This will survive","You're all I think, this thing set troublin'",the vanquisher Themselves have so much to pretend Themselves,Against the smell of rope through pulley sing,they come in sorry for the second vanquisher To have so much to pretend This will survive,They come in sorry for the second vanquisher
915,3850765,"Small town baby, got his knickers in a twist
Doesn't like the way that this curse leaves my lips
Fuck what you think, I'm not trying to impress you
I'll probably just upset you, you're tryna' be your best you
Suited and booted, but got no money
Tryna' act a grownup, now that's pretty funny
I thought I'd have it worked out and I'd be making plenty
I'm feeling pretty empty, this attitudes expensive",Take a trip and you might find...,"I'm not trying to impress you I'll probably just upset you, you're try","I'm a little so tired of shit, that's",small town baby has his knickers in a twist . he thinks,"And you know that I'm a nigga, and"
916,3208844,"I was spirited
I had courage once
Now I'm imperative to an empty engine
I should be interesting
I should be interested
I should be happy to be in an awful machine
An awful machine, an awful machine
An awful machine, machine, machine",And when you fell,I was spirited I had courage once Now I'm imperative to an empty engine I should be,"An awful machine, an awful machine",spirited now I'm imperative to an empty engine . i was spirited once now,I think I'll be a part of an awful machine
917,3290053,"Revenge is a dish best served cold
But I am burning with hatred
You thought you could leave me in the dust
But little did you know that your past would haunt you
You don’t see me, but I see you
And you won’t until it’s oh too late
Cause now your time is ticking away
And there’s nowhere left to run",I will exact my vengeance,"oh, you won’t until it’s oh too late Cause now your","Don’t get me wrong, don’t get me wrong",revenge is a dish best served cold but i am burning with hatred .,It’s time to face the truth
918,7650823,"Hold my head underwater
Lay me there, take me down
So you don't have to tell me
What I haven't already found
Your story consumed me
Left me lucid and lost
Conflict to end this nightmare
A tale like this shouldn't be crossed",Contained truth but you spoke none,"keep my head underwater Lay me there, take me down So you don't have to tell me",I haven't heard you've heard me,a story like this shouldn't be crossed . 'a tale like this shouldn','Cause I don't know what to say
919,728203,"We were high on Panadol
With the makeout party go-go-go-go-girls
Drowning softly, drowning slowly
And we were higher than a dream
Cause someone gave a piece of it to Steve
Drowning slowly, drowning oh
Now I'm the free-est bird in the sky
Now I'm the free-est bird in the sky",We were higher than a dream,Steve Drowning slowly drowned oh Now I'm the free-est bird,Now I'm the free-est bird in the sky,we were high on panadol With the makeout party go-go-go-go-,I'm the free-est bird in the sky
920,5932398,"Where’d you go off to last night?
After you told me you were staying in for the night
Your word is that of glass in window panes
‘Cause I see right through its face
You don’t have to say another word to me
‘Cause I know it resides in the land of make-believe
Always running around - I could never track you down
Maybe someday you will come around",Father told me to stay true,after you told me you were staying in for the night Your word is that of glass in window pan,"You’re not the only one, but I’m not the only","julia saunders asks, 'where'd you go",Maybe someday you will come around
921,1790233,"Shut your mouth, I'm spinning it tight down south
I'm on raid, tie you down
'Cause boy I can save you from that evil faith
Eagles serve, yeah uhuh, mother first
They turn you predator
But boy I can save you from that evil faith
Arms sold in balmy cities that may not be with us for long
Save you from that evil faith",Lay back,boy I can save you from that evil faith arms sold in balmy cities that may not be,"Eagles serve, yeah uhuh, mother first","boy i can save you from that evil faith eagles serve, yeah u",Boy I can save you from that evil faith
922,2979670,"We missed the last train and laughed the hardest
When we lost our way
There in the doorframe
It was the first time I felt you walk away
You wore the black dress
I tried my hardest not to give it away
Just like the first time
Those diamonds in your eyes, they shone the same",And there we stood on New Year’s Eve,we missed the last train and laughed the hardest When we lost our way There in the doorframe It,You wore the black dress,i missed the last train and laughed the hardest when we lost our way . i tried,It was the first time I felt you walk away
923,5405570,"Okay
Ha ha
I don’t care
I don’t care
Sometimes I don’t even comb my hair
I don’t care
I don’t care
Sometimes I forget that I need to breathe air",I don’t care,I don’t care I don’t care Sometimes I don’t even comb my hair,I can’t sleep,i don’t care sometimes i don’t even comb my hair i don,I don’t care I don’t care
924,4866938,"Hey you, big star
Tell me when it's over
(Cloud)
Hey you, big mood
Guide me to shelter
'Cause I'm through when the two
Hits the six and it's summer
(Cloud)",(Come) Shove it! Shove it! Shove it!,"Hey you, big star Tell me when it's over (Cloud) Hey you, big mood","Hey you, big mood","Hey you, big star tell me when it's over (cloud)","Hey you, big mood"
925,6191304,"Close my eyes and drift into the silence
Barely see the ultraviolet
Slipped and fell into the deep end
Oh, the sidewalk shimmer just like diamonds
All the empty words were flying
Well, the heart was low, but I never was alone
I never was alone
I've been running for so long",All that's left is skin and bones,"the heart was low, but I never was alone I've been running for so long .","It's not your fault, it's not my fault",i've been running for so long i've been running for so long .,I never was alone
926,5479081,"Everything's changed since you left this place
This city of our's has become a disgrace
Write you no postcards
Call you from no phone
Cause I would've told you not to come home
And all the girls here dye their hair
So many times
That it's hard to tell which ones are yours",And which ones are mine,this city of our's has become a disgrace Write you no postcards Call you,It's hard to tell which ones are yours,everything's changed since you left this place This city of our's has become a dis,And I'm sorry I can't be your friend
927,2438282,"On your way to another life
I thought I'd drive
Give you a ride
I've never seen you look so sad
Till I saw your eyes
I nearly died and
Yeah I know that, it gets hard to
Say bye, sometimes",I try my hardest to remember,Give you a ride I've never seen you look so sad Till I saw your eyes I,Don't you want me to be the only one,on the way to another life i thought i'd drive give you a ride,"I don't know why, but I just can't help myself"
